reviewID,neg,neu,pos,compound
6160,0.077,0.805,0.119,0.2624
6161,0.047,0.814,0.139,0.8475
6162,0.0,1.0,0.0,0.0
6163,0.233,0.647,0.12,-0.9808
6164,0.117,0.835,0.048,-0.9497
6165,0.0,1.0,0.0,0.0
6166,0.0,0.18,0.82,0.8442
6167,0.0,0.562,0.438,0.7906
6168,0.0,0.271,0.729,0.7482
6169,0.061,0.748,0.191,0.6908
6170,0.0,1.0,0.0,0.0
6171,0.0,0.766,0.234,0.5974
6172,0.0,0.833,0.167,0.34
6173,0.0,0.196,0.804,0.6249
6174,0.089,0.641,0.271,0.6599
6175,0.0,0.476,0.524,0.9682
6176,0.118,0.624,0.258,0.8948
6177,0.144,0.697,0.158,0.1496
6178,0.402,0.598,0.0,-0.9417
6179,0.0,0.818,0.182,0.4404
6180,0.051,0.735,0.215,0.9826
6181,0.0,0.742,0.258,0.9022
6182,0.063,0.403,0.534,0.9541
6183,0.0,1.0,0.0,0.0
6184,0.174,0.6,0.226,0.5562
6185,0.487,0.513,0.0,-0.4215
6186,0.0,0.417,0.583,0.8687
6187,0.0,0.661,0.339,0.9371
6188,0.0,1.0,0.0,0.0
6189,0.165,0.767,0.067,-0.8139
6190,0.0,0.423,0.577,0.6249
6191,0.0,0.675,0.325,0.864
6192,0.0,0.807,0.193,0.5562
6193,0.0,0.758,0.242,0.3716
6194,0.0,0.618,0.382,0.6771
6195,0.2,0.672,0.127,-0.9003
6196,0.0,0.408,0.592,0.4404
6197,0.254,0.636,0.11,-0.8207
6198,0.0,0.725,0.275,0.6908
6199,0.0,0.421,0.579,0.7828
6200,0.239,0.761,0.0,-0.296
6201,0.111,0.68,0.209,0.8551
6202,0.057,0.943,0.0,-0.1326
6203,0.135,0.83,0.036,-0.8689
6204,0.0,1.0,0.0,0.0
6205,0.081,0.82,0.099,0.1049
6206,0.0,0.69,0.31,0.4019
6207,0.0,0.489,0.511,0.9393
6208,0.04,0.532,0.428,0.9759
6209,0.0,0.704,0.296,0.743
6210,0.0,0.549,0.451,0.6249
6211,0.103,0.693,0.204,0.8718
6212,0.062,0.873,0.065,0.0772
6213,0.0,0.879,0.121,0.7311
6214,0.039,0.806,0.155,0.9784
6215,0.119,0.776,0.105,-0.0772
6216,0.236,0.661,0.102,-0.4684
6217,0.0,1.0,0.0,0.0
6218,0.074,0.833,0.093,0.6221
6219,0.0,0.824,0.176,0.4939
6220,0.0,0.854,0.146,0.8641
6221,0.0,0.599,0.401,0.9607
6222,0.108,0.762,0.13,0.128
6223,0.0,1.0,0.0,0.0
6224,0.0,1.0,0.0,0.0
6225,0.0,0.294,0.706,0.3412
6226,0.342,0.439,0.219,-0.34
6227,0.365,0.635,0.0,-0.3182
6228,0.0,0.637,0.363,0.886
6229,0.057,0.749,0.195,0.689
6230,0.0,1.0,0.0,0.0
6231,0.328,0.672,0.0,-0.5267
6232,0.0,0.653,0.347,0.4926
6233,0.565,0.435,0.0,-0.5994
6234,0.259,0.741,0.0,-0.2732
6235,0.0,1.0,0.0,0.0
6236,0.166,0.765,0.068,-0.909
6237,0.402,0.598,0.0,-0.9417
6238,0.0,0.818,0.182,0.4404
6239,0.051,0.735,0.215,0.9826
6240,0.0,1.0,0.0,0.0
6241,0.0,0.476,0.524,0.9682
6242,0.118,0.624,0.258,0.8948
6243,0.053,0.571,0.376,0.9552
6244,0.237,0.763,0.0,-0.4767
6245,0.316,0.612,0.072,-0.847
6246,0.172,0.732,0.096,-0.4627
6247,0.39,0.393,0.216,-0.3933
6248,0.0,0.571,0.429,0.7762
6249,0.0,1.0,0.0,0.0
6250,0.0,0.552,0.448,0.69
6251,0.309,0.691,0.0,-0.6007
6252,0.11,0.727,0.163,0.9574
6253,0.0,0.417,0.583,0.6369
6254,0.064,0.754,0.182,0.9596
6255,0.0,0.239,0.761,0.4926
6256,0.0,0.442,0.558,0.743
6257,0.0,0.682,0.318,0.6369
6258,0.0,0.496,0.504,0.9217
6259,0.328,0.48,0.192,-0.4019
6260,0.0,0.619,0.381,0.9371
6261,0.039,0.781,0.18,0.9563
6262,0.428,0.572,0.0,-0.4574
6263,0.172,0.764,0.064,-0.9726
6264,0.231,0.729,0.04,-0.911
6265,0.0,0.196,0.804,0.6249
6266,0.0,0.86,0.14,0.6908
6267,0.102,0.689,0.209,0.5994
6268,0.014,0.763,0.223,0.9647
6269,0.0,0.441,0.559,0.6534
6270,0.0,1.0,0.0,0.0
6271,0.0,0.855,0.145,0.1779
6272,0.035,0.663,0.302,0.9253
6273,0.0,0.288,0.712,0.8126
6274,0.342,0.439,0.219,-0.34
6275,0.365,0.635,0.0,-0.3182
6276,0.0,0.505,0.495,0.9667
6277,0.0,0.753,0.247,0.8963
6278,0.21,0.635,0.155,-0.1779
6279,0.117,0.503,0.38,0.875
6280,0.0,0.812,0.188,0.5267
6281,0.0,1.0,0.0,0.0
6282,0.0,0.625,0.375,0.34
6283,0.0,0.592,0.408,0.7845
6284,0.062,0.873,0.065,0.0772
6285,0.0,0.879,0.121,0.7311
6286,0.039,0.806,0.155,0.9784
6287,0.0,1.0,0.0,0.0
6288,0.11,0.508,0.381,0.7506
6289,0.0,0.607,0.393,0.5974
6290,0.398,0.602,0.0,-0.5106
6291,0.0,0.458,0.542,0.948
6292,0.106,0.729,0.165,0.4215
6293,0.0,0.417,0.583,0.6369
6294,0.087,0.913,0.0,-0.1326
6295,0.0,0.196,0.804,0.6249
6296,0.0,0.547,0.453,0.891
6297,0.102,0.671,0.227,0.7003
6298,0.0,1.0,0.0,0.0
6299,0.022,0.806,0.172,0.9909
6300,0.054,0.704,0.242,0.8933
6301,0.117,0.811,0.072,-0.6124
6302,0.0,0.941,0.059,0.3612
6303,0.176,0.704,0.12,-0.0864
6304,0.0,0.655,0.345,0.9602
6305,0.0,0.392,0.608,0.7351
6306,0.079,0.761,0.16,0.8011
6307,0.0,0.484,0.516,0.4927
6308,0.0,0.179,0.821,0.5574
6309,0.368,0.377,0.255,-0.296
6310,0.0,0.594,0.406,0.6249
6311,0.086,0.701,0.213,0.8158
6312,0.17,0.767,0.063,-0.9952
6313,0.0,0.796,0.204,0.7096
6314,0.0,0.728,0.272,0.986
6315,0.097,0.657,0.245,0.5927
6316,0.0,0.625,0.375,0.6369
6317,0.0,1.0,0.0,0.0
6318,0.098,0.478,0.425,0.9738
6319,0.0,0.379,0.621,0.8478
6320,0.059,0.873,0.068,0.3751
6321,0.0,0.351,0.649,0.8503
6322,0.0,1.0,0.0,0.0
6323,0.137,0.715,0.147,0.3377
6324,0.636,0.364,0.0,-0.5423
6325,0.0,0.471,0.529,0.6696
6326,0.0,0.68,0.32,0.5106
6327,0.187,0.683,0.13,-0.3291
6328,0.06,0.868,0.072,0.3607
6329,0.549,0.451,0.0,-0.8074
6330,0.297,0.457,0.247,-0.2732
6331,0.263,0.737,0.0,-0.6908
6332,0.0,0.309,0.691,0.9039
6333,0.145,0.635,0.22,0.5897
6334,0.0,1.0,0.0,0.0
6335,0.0,0.774,0.226,0.1901
6336,0.0,0.619,0.381,0.4019
6337,0.0,1.0,0.0,0.0
6338,0.209,0.791,0.0,-0.7263
6339,0.0,0.83,0.17,0.6696
6340,0.183,0.538,0.28,0.2023
6341,0.018,0.79,0.192,0.911
6342,0.133,0.704,0.164,0.4939
6343,0.0,0.834,0.166,0.5849
6344,0.0,0.782,0.218,0.8906
6345,0.174,0.689,0.137,-0.4398
6346,0.0,0.735,0.265,0.7579
6347,0.0,1.0,0.0,0.0
6348,0.0,0.532,0.468,0.5267
6349,0.162,0.539,0.299,0.3182
6350,0.061,0.828,0.111,0.25
6351,0.0,0.857,0.143,0.3612
6352,0.0,0.727,0.273,0.926
6353,0.107,0.863,0.03,-0.7184
6354,0.0,0.412,0.588,0.9359
6355,0.0,0.519,0.481,0.9016
6356,0.0,0.774,0.226,0.3252
6357,0.0,0.408,0.592,0.4404
6358,0.0,1.0,0.0,0.0
6359,0.315,0.685,0.0,-0.5696
6360,0.398,0.306,0.296,-0.25
6361,0.11,0.854,0.037,-0.5574
6362,0.0,1.0,0.0,0.0
6363,0.0,0.674,0.326,0.4404
6364,0.247,0.753,0.0,-0.7618
6365,0.0,1.0,0.0,0.0
6366,0.076,0.838,0.086,0.5247
6367,0.0,0.612,0.388,0.9081
6368,0.0,1.0,0.0,0.0
6369,0.0,0.473,0.527,0.6786
6370,0.112,0.698,0.191,0.4019
6371,0.0,0.45,0.55,0.9252
6372,0.133,0.704,0.164,0.4939
6373,0.0,0.834,0.166,0.5849
6374,0.018,0.79,0.192,0.911
6375,0.0,0.83,0.17,0.6696
6376,0.0,0.728,0.272,0.986
6377,0.097,0.657,0.245,0.5927
6378,0.111,0.889,0.0,-0.128
6379,0.0,0.378,0.622,0.91
6380,0.072,0.854,0.074,0.2875
6381,0.0,1.0,0.0,0.0
6382,0.0,0.603,0.397,0.91
6383,0.0,0.196,0.804,0.6249
6384,0.222,0.556,0.222,-0.0018
6385,0.0,1.0,0.0,0.0
6386,0.26,0.74,0.0,-0.5951
6387,0.07,0.689,0.24,0.982
6388,0.0,0.192,0.808,0.6369
6389,0.0,0.725,0.275,0.2263
6390,0.614,0.386,0.0,-0.1511
6391,0.214,0.786,0.0,-0.4588
6392,0.0,0.901,0.099,0.5574
6393,0.0,0.515,0.485,0.765
6394,0.154,0.76,0.086,-0.999
6395,0.012,0.706,0.283,0.9968
6396,0.119,0.881,0.0,-0.3182
6397,0.027,0.783,0.19,0.9801
6398,0.101,0.673,0.226,0.6083
6399,0.0,1.0,0.0,0.0
6400,0.163,0.751,0.086,-0.5561
6401,0.137,0.675,0.188,0.5545
6402,0.0,1.0,0.0,0.0
6403,0.11,0.762,0.128,0.8674
6404,0.0,0.802,0.198,0.4939
6405,0.0,0.58,0.42,0.4404
6406,0.043,0.691,0.266,0.9656
6407,0.258,0.742,0.0,-0.5472
6408,0.0,1.0,0.0,0.0
6409,0.0,0.662,0.338,0.3716
6410,0.111,0.38,0.509,0.8548
6411,0.195,0.579,0.226,0.1361
6412,0.029,0.66,0.312,0.9497
6413,0.0,1.0,0.0,0.0
6414,0.045,0.776,0.179,0.9617
6415,0.224,0.502,0.274,0.2732
6416,0.0,0.356,0.644,0.6621
6417,0.0,0.548,0.452,0.765
6418,0.0,1.0,0.0,0.0
6419,0.0,0.476,0.524,0.5106
6420,0.072,0.663,0.265,0.7501
6421,0.0,0.655,0.345,0.7476
6422,0.0,0.504,0.496,0.7845
6423,0.032,0.672,0.296,0.9968
6424,0.084,0.561,0.355,0.829
6425,0.108,0.722,0.169,0.9939
6426,0.0,1.0,0.0,0.0
6427,0.0,1.0,0.0,0.0
6428,0.0,1.0,0.0,0.0
6429,0.0,0.733,0.267,0.6249
6430,0.0,0.526,0.474,0.9528
6431,0.072,0.663,0.265,0.7501
6432,0.0,0.476,0.524,0.5106
6433,0.0,0.655,0.345,0.7476
6434,0.0,0.504,0.496,0.7845
6435,0.072,0.854,0.074,0.2875
6436,0.0,0.864,0.136,0.6249
6437,0.0,0.358,0.642,0.5563
6438,0.0,1.0,0.0,0.0
6439,0.0,0.488,0.512,0.6369
6440,0.0,0.562,0.438,0.7184
6441,0.165,0.339,0.496,0.7783
6442,0.0,0.385,0.615,0.4927
6443,0.0,0.757,0.243,0.5423
6444,0.0,0.588,0.412,0.743
6445,0.0,0.588,0.412,0.6369
6446,0.0,0.656,0.344,0.6369
6447,0.0,0.429,0.571,0.8395
6448,0.301,0.513,0.186,-0.4184
6449,0.164,0.548,0.288,0.9078
6450,0.123,0.752,0.125,-0.1655
6451,0.174,0.723,0.104,-0.9726
6452,0.0,1.0,0.0,0.0
6453,0.0,0.722,0.278,0.4019
6454,0.0,0.633,0.367,0.4404
6455,0.243,0.651,0.106,-0.4003
6456,0.0,0.759,0.241,0.5352
6457,0.12,0.648,0.231,0.34
6458,0.0,0.48,0.52,0.961
6459,0.112,0.64,0.248,0.7056
6460,0.0,0.56,0.44,0.8338
6461,0.0,0.633,0.367,0.4404
6462,0.0,0.722,0.278,0.4019
6463,0.301,0.513,0.186,-0.4184
6464,0.164,0.548,0.288,0.9078
6465,0.123,0.752,0.125,-0.1655
6466,0.0,0.429,0.571,0.8395
6467,0.0,0.588,0.412,0.6369
6468,0.0,1.0,0.0,0.0
6469,0.0,0.625,0.375,0.765
6470,0.0,1.0,0.0,0.0
6471,0.0,1.0,0.0,0.0
6472,0.0,0.565,0.435,0.8748
6473,0.119,0.881,0.0,-0.5585
6474,0.0,0.301,0.699,0.969
6475,0.0,1.0,0.0,0.0
6476,0.139,0.534,0.327,0.6486
6477,0.018,0.78,0.202,0.9351
6478,0.053,0.746,0.202,0.9969
6479,0.054,0.667,0.279,0.9988
6480,0.093,0.796,0.111,0.1779
6481,0.0,0.646,0.354,0.9661
6482,0.12,0.774,0.105,-0.8954
6483,0.045,0.894,0.061,0.3182
6484,0.128,0.771,0.101,0.3382
6485,0.0,0.873,0.127,0.7003
6486,0.12,0.727,0.153,0.5859
6487,0.0,1.0,0.0,0.0
6488,0.129,0.794,0.077,-0.3182
6489,0.144,0.748,0.108,-0.3818
6490,0.139,0.8,0.06,-0.9309
6491,0.124,0.688,0.187,0.69
6492,0.082,0.918,0.0,-0.4946
6493,0.121,0.663,0.216,0.705
6494,0.067,0.808,0.125,0.3063
6495,0.104,0.896,0.0,-0.7917
6496,0.0,1.0,0.0,0.0
6497,0.0,1.0,0.0,0.0
6498,0.088,0.761,0.151,0.7555
6499,0.0,1.0,0.0,0.0
6500,0.0,0.865,0.135,0.6548
6501,0.122,0.787,0.091,-0.6124
6502,0.13,0.809,0.061,-0.8278
6503,0.0,1.0,0.0,0.0
6504,0.099,0.901,0.0,-0.296
6505,0.041,0.85,0.109,0.4788
6506,0.483,0.517,0.0,-0.4215
6507,0.139,0.791,0.07,-0.2306
6508,0.0,0.734,0.266,0.4404
6509,0.056,0.768,0.176,0.7574
6510,0.209,0.791,0.0,-0.2755
6511,0.0,0.699,0.301,0.5106
6512,0.183,0.508,0.309,0.7351
6513,0.111,0.68,0.209,0.9959
6514,0.087,0.82,0.092,0.7991
6515,0.0,0.597,0.403,0.8877
6516,0.063,0.774,0.163,0.9466
6517,0.267,0.668,0.065,-0.9438
6518,0.17,0.772,0.059,-0.8922
6519,0.208,0.68,0.112,-0.34
6520,0.197,0.492,0.311,0.3387
6521,0.135,0.663,0.201,0.3376
6522,0.162,0.539,0.299,0.3178
6523,0.137,0.582,0.28,0.8695
6524,0.0,0.0,1.0,0.4939
6525,0.0,0.678,0.322,0.2263
6526,0.373,0.627,0.0,-0.8081
6527,0.163,0.722,0.115,-0.9525
6528,0.162,0.838,0.0,-0.5411
6529,0.313,0.687,0.0,-0.4754
6530,0.082,0.823,0.095,0.7144
6531,0.065,0.836,0.099,0.3776
6532,0.142,0.528,0.33,0.5509
6533,0.104,0.758,0.138,0.8106
6534,0.245,0.683,0.071,-0.7063
6535,0.0,0.408,0.592,0.4404
6536,0.266,0.656,0.078,-0.9391
6537,0.0,0.853,0.147,0.631
6538,0.285,0.44,0.275,-0.024
6539,0.0,0.734,0.266,0.6222
6540,0.0,0.934,0.066,0.5267
6541,0.0,1.0,0.0,0.0
6542,0.224,0.582,0.195,-0.4824
6543,0.464,0.536,0.0,-0.3818
6544,0.468,0.436,0.096,-0.505
6545,0.246,0.559,0.196,-0.2263
6546,0.0,0.357,0.643,0.6597
6547,0.0,0.735,0.265,0.9345
6548,0.381,0.455,0.165,-0.5859
6549,0.227,0.742,0.03,-0.9466
6550,0.224,0.582,0.195,-0.4824
6551,0.162,0.838,0.0,-0.5411
6552,0.285,0.44,0.275,-0.024
6553,0.0,0.734,0.266,0.6222
6554,0.0,1.0,0.0,0.0
6555,0.0,0.481,0.519,0.9166
6556,0.0,0.826,0.174,0.2732
6557,0.0,0.549,0.451,0.6249
6558,0.0,0.824,0.176,0.9537
6559,0.077,0.674,0.25,0.5568
6560,0.0,0.858,0.142,0.5106
6561,0.174,0.701,0.125,-0.3442
6562,0.0,0.743,0.257,0.7076
6563,0.096,0.863,0.041,-0.8017
6564,0.161,0.715,0.124,0.0088
6565,0.384,0.455,0.161,-0.6597
6566,0.322,0.678,0.0,-0.5859
6567,0.0,0.844,0.156,0.34
6568,0.0,0.588,0.412,0.4215
6569,0.0,0.741,0.259,0.1901
6570,0.347,0.551,0.102,-0.7783
6571,0.036,0.561,0.403,0.9892
6572,0.159,0.749,0.092,-0.5659
6573,0.16,0.715,0.125,-0.0485
6574,0.155,0.797,0.048,-0.7509
6575,0.116,0.535,0.348,0.5362
6576,0.0,0.63,0.37,0.875
6577,0.0,0.196,0.804,0.6249
6578,0.128,0.792,0.08,-0.802
6579,0.0,1.0,0.0,0.0
6580,0.0,1.0,0.0,0.0
6581,0.086,0.798,0.115,0.809
6582,0.115,0.808,0.076,-0.3802
6583,0.15,0.715,0.135,-0.3178
6584,0.0,1.0,0.0,0.0
6585,0.033,0.747,0.221,0.907
6586,0.0,1.0,0.0,0.0
6587,0.0,0.673,0.327,0.8478
6588,0.0,0.528,0.472,0.7482
6589,0.293,0.376,0.33,0.126
6590,0.097,0.505,0.398,0.9294
6591,0.0,0.76,0.24,0.9687
6592,0.218,0.782,0.0,-0.7935
6593,0.202,0.698,0.101,-0.3182
6594,0.21,0.671,0.12,-0.5283
6595,0.167,0.833,0.0,-0.34
6596,0.0,1.0,0.0,0.0
6597,0.0,0.914,0.086,0.1779
6598,0.0,0.704,0.296,0.6369
6599,0.0,0.606,0.394,0.705
6600,0.0,0.408,0.592,0.4404
6601,0.0,1.0,0.0,0.0
6602,0.317,0.452,0.231,-0.2373
6603,0.113,0.652,0.235,0.4215
6604,0.0,0.616,0.384,0.8743
6605,0.099,0.778,0.123,0.4626
6606,0.0,0.63,0.37,0.8553
6607,0.275,0.674,0.051,-0.852
6608,0.0,0.861,0.139,0.6538
6609,0.0,0.185,0.815,0.6588
6610,0.083,0.687,0.229,0.883
6611,0.0,1.0,0.0,0.0
6612,0.083,0.687,0.229,0.883
6613,0.198,0.729,0.073,-0.6486
6614,0.0,0.27,0.73,0.7964
6615,0.0,1.0,0.0,0.0
6616,0.0,0.46,0.54,0.9488
6617,0.313,0.606,0.081,-0.8807
6618,0.114,0.765,0.121,0.7851
6619,0.0,0.894,0.106,0.0772
6620,0.0,1.0,0.0,0.0
6621,0.0,0.152,0.848,0.6808
6622,0.0,0.484,0.516,0.4927
6623,0.0,0.665,0.335,0.8625
6624,0.0,0.423,0.577,0.6249
6625,0.0,0.625,0.375,0.6597
6626,0.05,0.735,0.214,0.8316
6627,0.219,0.476,0.305,0.2263
6628,0.15,0.622,0.228,0.6428
6629,0.0,0.714,0.286,0.6369
6630,0.0,1.0,0.0,0.0
6631,0.0,1.0,0.0,0.0
6632,0.275,0.674,0.051,-0.852
6633,0.0,0.861,0.139,0.6538
6634,0.0,0.185,0.815,0.6588
6635,0.0,0.63,0.37,0.8553
6636,0.033,0.888,0.079,0.9525
6637,0.053,0.767,0.18,0.647
6638,0.0,0.616,0.384,0.8743
6639,0.167,0.833,0.0,-0.34
6640,0.0,1.0,0.0,0.0
6641,0.083,0.877,0.04,-0.3818
6642,0.0,0.846,0.154,0.25
6643,0.0,0.483,0.517,0.7579
6644,0.0,0.818,0.182,0.7717
6645,0.174,0.691,0.134,-0.6387
6646,0.311,0.689,0.0,-0.8591
6647,0.142,0.698,0.16,0.068
6648,0.0,1.0,0.0,0.0
6649,0.094,0.778,0.129,0.0754
6650,0.051,0.822,0.127,0.9136
6651,0.168,0.744,0.088,-0.8609
6652,0.027,0.845,0.128,0.9068
6653,0.078,0.76,0.163,0.971
6654,0.429,0.571,0.0,-0.4588
6655,0.09,0.752,0.159,0.3365
6656,0.362,0.638,0.0,-0.7382
6657,0.15,0.635,0.214,0.4434
6658,0.098,0.791,0.11,0.5076
6659,0.0,0.734,0.266,0.4404
6660,0.0,0.737,0.263,0.3612
6661,0.0,0.542,0.458,0.8225
6662,0.0,1.0,0.0,0.0
6663,0.0,0.536,0.464,0.6353
6664,0.0,0.323,0.677,0.6369
6665,0.324,0.676,0.0,-0.34
6666,0.0,1.0,0.0,0.0
6667,0.0,0.9,0.1,0.3976
6668,0.043,0.867,0.09,0.8535
6669,0.0,0.263,0.737,0.4215
6670,0.023,0.932,0.045,0.6209
6671,0.0,0.569,0.431,0.8772
6672,0.0,1.0,0.0,0.0
6673,0.12,0.734,0.146,-0.3649
6674,0.0,0.753,0.247,0.3182
6675,0.134,0.726,0.14,0.0243
6676,0.0,1.0,0.0,0.0
6677,0.0,0.478,0.522,0.9468
6678,0.197,0.681,0.122,-0.8977
6679,0.197,0.768,0.035,-0.9551
6680,0.083,0.877,0.04,-0.3818
6681,0.198,0.729,0.073,-0.6486
6682,0.0,0.846,0.154,0.25
6683,0.0,0.27,0.73,0.7964
6684,0.0,1.0,0.0,0.0
6685,0.0,0.46,0.54,0.9488
6686,0.0,0.741,0.259,0.7184
6687,0.027,0.705,0.268,0.9738
6688,0.041,0.594,0.366,0.97
6689,0.0,0.185,0.815,0.6588
6690,0.0,0.837,0.163,0.6249
6691,0.0,0.519,0.481,0.918
6692,0.071,0.643,0.286,0.7713
6693,0.1,0.677,0.222,0.7759
6694,0.0,0.476,0.524,0.872
6695,0.0,0.538,0.462,0.6304
6696,0.0,0.167,0.833,0.7163
6697,0.0,0.782,0.218,0.2382
6698,0.0,0.306,0.694,0.8439
6699,0.0,0.714,0.286,0.6369
6700,0.0,1.0,0.0,0.0
6701,0.0,1.0,0.0,0.0
6702,0.153,0.743,0.104,-0.7787
6703,0.157,0.767,0.077,-0.3612
6704,0.0,0.621,0.379,0.959
6705,0.0,0.494,0.506,0.6249
6706,0.094,0.712,0.194,0.5859
6707,0.0,1.0,0.0,0.0
6708,0.0,1.0,0.0,0.0
6709,0.649,0.351,0.0,-0.5719
6710,0.333,0.323,0.344,0.0258
6711,0.0,0.792,0.208,0.2724
6712,0.0,0.244,0.756,0.4753
6713,0.0,0.625,0.375,0.6369
6714,0.177,0.701,0.122,-0.128
6715,0.0,0.63,0.37,0.5719
6716,0.0,0.669,0.331,0.8555
6717,0.177,0.735,0.088,-0.4599
6718,0.138,0.653,0.21,0.6249
6719,0.22,0.573,0.207,-0.0745
6720,0.0,0.837,0.163,0.5106
6721,0.175,0.641,0.184,0.1136
6722,0.022,0.884,0.094,0.8266
6723,0.0,0.0,1.0,0.8074
6724,0.0,0.53,0.47,0.7964
6725,0.134,0.832,0.034,-0.7717
6726,0.076,0.776,0.148,0.6511
6727,0.0,0.708,0.292,0.5106
6728,0.0,0.699,0.301,0.872
6729,0.0,0.776,0.224,0.4678
6730,0.0,0.75,0.25,0.8847
6731,0.452,0.548,0.0,-0.6982
6732,0.22,0.653,0.126,-0.2874
6733,0.256,0.713,0.031,-0.9722
6734,0.0,0.574,0.426,0.9504
6735,0.452,0.548,0.0,-0.89
6736,0.103,0.799,0.098,0.4002
6737,0.142,0.66,0.198,0.296
6738,0.196,0.603,0.201,-0.592
6739,0.081,0.782,0.137,0.8074
6740,0.169,0.831,0.0,-0.0572
6741,0.126,0.789,0.086,-0.9552
6742,0.224,0.776,0.0,-0.8648
6743,0.0,0.837,0.163,0.5106
6744,0.175,0.641,0.184,0.1136
6745,0.022,0.884,0.094,0.8266
6746,0.0,0.0,1.0,0.8074
6747,0.169,0.831,0.0,-0.0572
6748,0.224,0.776,0.0,-0.8648
6749,0.079,0.635,0.286,0.8456
6750,0.0,1.0,0.0,0.0
6751,0.098,0.902,0.0,-0.5994
6752,0.217,0.688,0.095,-0.8454
6753,0.163,0.712,0.125,-0.296
6754,0.17,0.83,0.0,-0.5096
6755,0.0,0.798,0.202,0.5106
6756,0.076,0.66,0.264,0.9892
6757,0.0,1.0,0.0,0.0
6758,0.12,0.734,0.146,-0.3649
6759,0.033,0.715,0.252,0.91
6760,0.056,0.743,0.2,0.7132
6761,0.087,0.731,0.182,0.8344
6762,0.0,1.0,0.0,0.0
6763,0.0,0.283,0.717,0.8225
6764,0.16,0.685,0.155,-0.0772
6765,0.0,1.0,0.0,0.0
6766,0.042,0.756,0.202,0.9882
6767,0.261,0.681,0.058,-0.8446
6768,0.0,0.483,0.517,0.7579
6769,0.0,0.818,0.182,0.7717
6770,0.459,0.541,0.0,-0.6249
6771,0.0,1.0,0.0,0.0
6772,0.0,0.785,0.215,0.6249
6773,0.0,1.0,0.0,0.0
6774,0.077,0.691,0.232,0.9832
6775,0.0,1.0,0.0,0.0
6776,0.0,0.661,0.339,0.5563
6777,0.126,0.789,0.086,-0.9552
6778,0.208,0.56,0.232,0.0772
6779,0.231,0.769,0.0,-0.4588
6780,0.045,0.852,0.104,0.4714
6781,0.075,0.599,0.325,0.9631
6782,0.662,0.338,0.0,-0.4449
6783,0.0,0.776,0.224,0.4678
6784,0.0,1.0,0.0,0.0
6785,0.081,0.782,0.137,0.8074
6786,0.0,1.0,0.0,0.0
6787,0.033,0.715,0.252,0.91
6788,0.0,0.596,0.404,0.7264
6789,0.111,0.866,0.023,-0.8311
6790,0.353,0.449,0.198,-0.3415
6791,0.085,0.915,0.0,-0.1027
6792,0.0,0.711,0.289,0.2584
6793,0.0,0.656,0.344,0.5673
6794,0.111,0.756,0.133,0.6776
6795,0.056,0.802,0.142,0.9954
6796,0.098,0.902,0.0,-0.5994
6797,0.217,0.688,0.095,-0.8454
6798,0.163,0.712,0.125,-0.296
6799,0.17,0.83,0.0,-0.5096
6800,0.0,0.798,0.202,0.5106
6801,0.076,0.66,0.264,0.9892
6802,0.0,0.737,0.263,0.9584
6803,0.0,0.818,0.182,0.4404
6804,0.0,0.926,0.074,0.5859
6805,0.113,0.793,0.094,-0.5242
6806,0.029,0.485,0.485,0.9765
6807,0.118,0.802,0.08,0.4153
6808,0.248,0.606,0.145,-0.4019
6809,0.167,0.69,0.144,-0.1027
6810,0.17,0.72,0.109,-0.4211
6811,0.0,0.784,0.216,0.296
6812,0.204,0.58,0.216,0.3818
6813,0.0,1.0,0.0,0.0
6814,0.213,0.414,0.373,0.4019
6815,0.0,0.85,0.15,0.3182
6816,0.0,1.0,0.0,0.0
6817,0.0,1.0,0.0,0.0
6818,0.0,0.497,0.503,0.7964
6819,0.042,0.79,0.168,0.9403
6820,0.0,0.85,0.15,0.3182
6821,0.0,1.0,0.0,0.0
6822,0.213,0.414,0.373,0.4019
6823,0.0,1.0,0.0,0.0
6824,0.0,1.0,0.0,0.0
6825,0.289,0.361,0.349,0.128
6826,0.0,0.631,0.369,0.9819
6827,0.093,0.341,0.566,0.9201
6828,0.063,0.716,0.221,0.8647
6829,0.0,0.263,0.737,0.4215
6830,0.386,0.614,0.0,-0.616
6831,0.0,0.816,0.184,0.3612
6832,0.151,0.849,0.0,-0.6329
6833,0.032,0.847,0.121,0.9403
6834,0.023,0.779,0.198,0.9723
6835,0.139,0.745,0.116,-0.12
6836,0.225,0.775,0.0,-0.4717
6837,0.166,0.554,0.28,0.5423
6838,0.0,0.256,0.744,0.4404
6839,0.0,0.8,0.2,0.25
6840,0.0,0.256,0.744,0.4404
6841,0.0,0.8,0.2,0.25
6842,0.13,0.562,0.308,0.8378
6843,0.231,0.69,0.078,-0.9962
6844,0.134,0.714,0.152,0.5643
6845,0.714,0.286,0.0,-0.3612
6846,0.0,1.0,0.0,0.0
6847,0.155,0.666,0.179,0.0341
6848,0.0,1.0,0.0,0.0
6849,0.108,0.678,0.215,0.8726
6850,0.0,1.0,0.0,0.0
6851,0.133,0.661,0.206,0.2382
6852,0.132,0.627,0.24,0.4753
6853,0.209,0.768,0.023,-0.9859
6854,0.169,0.626,0.206,0.5097
6855,0.0,1.0,0.0,0.0
6856,0.0,1.0,0.0,0.0
6857,0.203,0.579,0.218,0.0859
6858,0.0,1.0,0.0,0.0
